window,year,round,pick,pick_seed,opp_seed,model_p,ml,ml_opp,spread,margin,correct,covered,push
all_prior,2012,R64,Cincinnati,6,11,0.6372269705603039,-155,135,-3.0,6,True,True,False
all_prior,2012,R64,Florida St.,3,14,0.7369776193305606,-315,255,-6.5,3,True,False,False
all_prior,2012,R64,Gonzaga,7,10,0.7574529583897748,110,-130,1.5,23,True,True,False
all_prior,2012,R64,Ohio St.,2,15,0.8457408913844707,-4405,2005,-17.5,19,True,True,False
all_prior,2012,R32,Syracuse,1,8,0.750445632798574,-310,250,-6.0,16,True,True,False
all_prior,2012,R32,Wisconsin,4,5,0.674264007597341,-115,-105,-0.0,3,True,True,False
all_prior,2012,R32,Florida St.,3,6,0.6241586505992051,-145,125,-3.0,-6,False,False,False
all_prior,2012,R32,Ohio St.,2,7,0.8031746031746033,-405,325,-7.5,7,True,False,False
all_prior,2012,S16,Syracuse,1,4,0.617283950617284,-165,145,-3.0,1,True,False,False
all_prior,2012,S16,Ohio St.,2,6,0.6501089324618737,-370,310,-7.5,15,True,True,False
all_prior,2012,E8,Syracuse,1,2,0.5246913580246914,130,-150,3.0,-7,False,False,False
all_prior,2012,R64,Michigan St.,1,16,0.7757575757575758,-3500,1100,-18.5,22,True,True,False
all_prior,2012,R64,Memphis,8,9,0.674264007597341,-135,115,-2.5,-7,False,False,False
all_prior,2012,R64,New Mexico,5,12,0.8031746031746033,-200,170,-4.5,7,True,True,False
all_prior,2012,R64,Davidson,13,4,0.6049382716049383,215,-265,5.5,-7,False,False,False
all_prior,2012,R64,Murray St.,6,11,0.6372269705603039,-230,190,-5.0,17,True,True,False
all_prior,2012,R64,Marquette,3,14,0.5246913580246914,-260,210,-5.0,20,True,True,False
all_prior,2012,R64,Florida,7,10,0.5246913580246914,-155,135,-2.5,26,True,True,False
all_prior,2012,R64,Missouri,2,15,0.7070889894419307,-8055,3255,-21.0,-2,False,False,False
all_prior,2012,R32,Michigan St.,1,9,0.750445632798574,-330,270,-7.5,4,True,False,False
all_prior,2012,R32,Louisville,4,5,0.54320987654321,-130,110,-2.0,3,True,True,False
all_prior,2012,R32,Marquette,3,6,0.6816714150047484,-255,205,-5.5,9,True,True,False
all_prior,2012,R32,Florida,7,15,0.6996815820345232,-1400,900,-14.0,34,True,True,False
all_prior,2012,S16,Michigan St.,1,4,0.6996815820345232,-240,200,-5.5,-13,False,False,False
all_prior,2012,S16,Marquette,3,7,0.6001899335232669,-125,105,-1.5,-10,False,False,False
all_prior,2012,E8,Louisville,4,7,0.5501089324618736,105,-116,1.0,4,True,True,False
all_prior,2012,R64,Kentucky,1,16,0.8092352092352092,-21255,7255,-26.5,15,True,False,False
all_prior,2012,R64,Iowa St.,8,9,0.5816714150047484,110,-130,2.0,13,True,True,False
all_prior,2012,R64,Wichita St.,5,12,0.6996815820345232,-355,285,-7.5,-3,False,False,False
all_prior,2012,R64,Indiana,4,13,0.7718020541549954,-285,225,-6.0,13,True,True,False
all_prior,2012,R64,UNLV,6,11,0.6996815820345232,-270,220,-5.5,-4,False,False,False
all_prior,2012,R64,Baylor,3,14,0.7703083242160204,-380,310,-7.5,8,True,True,False
all_prior,2012,R64,Notre Dame,7,10,0.6372269705603039,-135,115,-2.0,-4,False,False,False
all_prior,2012,R64,Duke,2,15,0.7778626602156015,-855,555,-11.0,-5,False,False,False
all_prior,2012,R32,Kentucky,1,8,0.8031746031746033,-935,635,-12.0,16,True,True,False
all_prior,2012,R32,Indiana,4,12,0.6996815820345232,-250,200,-5.5,2,True,False,False
all_prior,2012,R32,Baylor,3,11,0.7924567273461564,-400,320,-8.0,17,True,True,False
all_prior,2012,R32,Xavier,10,15,0.617283950617284,-190,165,-3.5,12,True,True,False
all_prior,2012,S16,Kentucky,1,4,0.8624338624338624,-580,440,-9.5,12,True,True,False
all_prior,2012,S16,Baylor,3,10,0.7718020541549954,-300,250,-6.5,5,True,False,False
all_prior,2012,E8,Kentucky,1,3,0.8606404901141748,-420,345,-7.5,12,True,True,False
all_prior,2012,Championship,Kentucky,1,2,0.8352941176470589,-300,250,-6.0,8,True,True,False
all_prior,2013,R64,Indiana,1,16,0.81,-8485,4485,-21.5,21,True,False,False
all_prior,2013,R64,North Carolina St.,8,9,0.6610101010101009,-200,175,-4.0,-4,False,False,False
all_prior,2013,R64,UNLV,5,12,0.8164197530864201,-185,165,-3.5,-3,False,False,False
all_prior,2013,R64,Syracuse,4,13,0.9500000000000001,-1190,790,-13.0,47,True,True,False
all_prior,2013,R64,Butler,6,11,0.7019753086419752,-170,150,-3.0,12,True,True,False
all_prior,2013,R64,Marquette,3,14,0.7627777777777779,-180,160,-3.0,1,True,False,False
all_prior,2013,R64,Illinois,7,10,0.7019753086419752,-115,-105,-1.0,8,True,True,False
all_prior,2013,R64,Miami FL,2,15,0.9583333333333334,-1345,895,-14.0,29,True,True,False
all_prior,2013,R32,Indiana,1,9,0.7630864197530864,-1090,790,-12.5,6,True,False,False
all_prior,2013,R32,Syracuse,4,12,0.81,-390,320,-8.0,6,True,False,False
all_prior,2013,R32,Marquette,3,6,0.6797530864197531,-130,110,-1.5,2,True,True,False
all_prior,2013,R32,Miami FL,2,7,0.7630864197530864,-430,350,-7.5,4,True,False,False
all_prior,2013,S16,Indiana,1,4,0.6610101010101009,-240,200,-5.0,-11,False,False,False
all_prior,2013,S16,Miami FL,2,3,0.7241975308641976,-290,240,-5.5,-10,False,False,False
all_prior,2013,E8,Syracuse,4,3,0.6524064171122994,-215,185,-4.5,16,True,True,False
all_prior,2013,R64,Kansas,1,16,0.9583333333333334,-6495,3495,-20.5,7,True,False,False
all_prior,2013,R64,North Carolina,8,9,0.7019753086419752,-235,200,-5.0,7,True,True,False
all_prior,2013,R64,VCU,5,12,0.6405864197530864,-375,315,-7.0,46,True,True,False
all_prior,2013,R64,Michigan,4,13,0.9375000000000001,-1000,700,-12.0,15,True,True,False
all_prior,2013,R64,UCLA,6,11,0.5501262626262626,150,-170,3.5,-20,False,False,False
all_prior,2013,R64,Florida,3,14,0.8164197530864201,-5685,2985,-20.0,32,True,True,False
all_prior,2013,R64,San Diego St.,7,10,0.6610101010101009,-150,130,-2.5,15,True,True,False
all_prior,2013,R64,Georgetown,2,15,0.869753086419753,-1150,750,-13.5,-10,False,False,False
all_prior,2013,R32,Kansas,1,8,0.7775308641975313,-310,260,-6.5,12,True,True,False
all_prior,2013,R32,Michigan,4,5,0.6387878787878788,-180,160,-3.5,25,True,True,False
