YEAR,DATE,AWAY,HOME,NEUTRAL,ML_AWAY,ML_HOME,AWAY_KEY,HOME_KEY
2009,2009-02-28,BoiseState,LouisianaTech,False,145,-165,boisestate,louisianatech
2009,2009-02-28,UCLA,California,False,-145,125,ucla,california
2009,2009-02-28,NewMexico,ColoradoState,False,-400,325,newmexico,coloradostate
2009,2009-02-28,SouthCarolina,Vanderbilt,False,115,-135,southcarolina,vanderbilt
2009,2009-02-28,IdahoU,FresnoState,False,135,-155,idaho,fresnostate
2009,2009-02-28,Hawaii,SanJoseState,False,230,-270,hawaii,sanjosestate
2009,2009-02-28,UCDavis,CalSantaBarb,False,245,-290,ucdavis,ucsantabarbara
2009,2009-02-28,Pacific,CalPolySLO,False,-260,220,pacific,calpoly
2009,2009-02-28,UtahState,Nevada,False,-120,100,utahstate,nevada
2009,2009-02-28,ArizonaState,WashingtonState,False,-120,100,arizonastate,washingtonstate
2009,2009-02-28,CalRiverside,CalIrvine,False,155,-175,calriverside,ucirvine
2009,2009-02-28,Elon,NCGreensboro,False,-110,-110,elon,uncgreensboro
2009,2009-02-28,GeorgiaSouthern,Davidson,False,2750,-6000,georgiasouthern,davidson
2009,2009-02-28,Samford,AppalachianSt,False,225,-265,samford,appalachianstate
2009,2009-02-28,Furman,CollCharleston,False,950,-1450,furman,collegeofcharleston
2009,2009-02-28,TennesseeTech,JacksonvilleSt,False,158,-180,tennesseetech,jacksonvillestate
2009,2009-02-28,MoreheadState,TennMartin,False,310,-370,moreheadstate,tennmartin
2009,2009-02-28,Wofford,TheCitadel,False,185,-225,wofford,thecitadel
2009,2009-02-28,TennesseeChat,WesternCarolina,False,145,-165,chattanooga,westerncarolina
2009,2009-02-28,EasternKentucky,MurrayState,False,240,-280,easternkentucky,murraystate
2009,2009-02-28,SEMissouriSt,AustinPeay,False,1900,-3800,semissouristate,austinpeay
2009,2009-02-28,EasternIllinois,TennesseeState,False,130,-150,easternillinois,tennesseestate
2009,2009-02-28,SacramentoState,WeberState,False,2750,-6000,sacramentostate,weberstate
2009,2009-02-28,NorthernArizona,IdahoState,False,205,-245,northernarizona,idahostate
2009,2009-02-28,PortlandState,E.Washington,False,-185,160,portlandstate,easternwashington
2009,2009-03-01,Michigan,Wisconsin,False,255,-310,michigan,wisconsin
2009,2009-03-01,Marquette,Louisville,False,360,-450,marquette,louisville
2009,2009-03-01,BowlingGreen,Akron,False,438,-575,bowlinggreen,akron
2009,2009-03-01,Tennessee,Florida,False,170,-200,tennessee,florida
2009,2009-03-01,Missouri,Kansas,False,175,-210,missouri,kansas
2009,2009-03-01,Providence,Rutgers,False,-170,150,providence,rutgers
2009,2009-03-01,Cincinnati,Syracuse,False,305,-365,cincinnati,syracuse
2009,2009-03-01,St.Bonaventure,St.Josephs,False,438,-575,statebonaventure,saintjosephs
2009,2009-03-01,KentState,MiamiOhio,False,205,-245,kentstate,miamioh
2009,2009-03-01,Buffalo,Ohio,False,145,-165,buffalo,ohio
2009,2009-03-01,NorthTexas,DenverU,False,140,-160,northtexas,denver
2009,2009-03-01,RhodeIsland,Duquesne,False,105,-125,rhodeisland,duquesne
2009,2009-03-01,WestVirginia,SouthFlorida,False,-700,500,westvirginia,southflorida
2009,2009-03-01,Georgia,Arkansas,False,360,-450,georgia,arkansas
2009,2009-03-01,Massachusetts,LaSalle,False,190,-230,massachusetts,lasalle
2009,2009-03-01,Maryland,NCState,False,158,-180,maryland,northcarolinastate
2009,2009-03-01,OregonState,Oregon,False,107,-127,oregonstate,oregon
2009,2009-03-01,Marist,Niagara,False,1500,-3000,maristate,niagara
2009,2009-03-01,Fairfield,Rider,False,240,-280,fairfield,rider
2009,2009-03-01,Siena,Canisius,False,-400,325,siena,canisius
2009,2009-03-01,LoyolaMaryland,Iona,False,280,-340,loyolamd,iona
2009,2009-03-01,Manhattan,St.Peter's,False,-120,100,manhattan,saintpeters
2009,2009-03-01,MontanaState,NorthernColorado,False,180,-220,montanastate,northerncolorado
2009,2009-03-01,MichiganState,Illinois,False,115,-135,michiganstate,illinois
2009,2009-03-02,Villanova,NotreDame,False,125,-145,villanova,notredame
2009,2009-03-02,BoiseState,NewMexicoState,False,215,-255,boisestate,newmexicostate
2009,2009-03-02,Baylor,Texas,False,315,-380,baylor,texas
2009,2009-03-02,Furman,Wofford,False,575,-850,furman,wofford
2009,2009-03-02,Davidson,Elon,False,-1400,925,davidson,elon
2009,2009-03-02,TheCitadel,GeorgiaSouthern,False,-285,243,thecitadel,georgiasouthern
2009,2009-03-03,Richmond,CharlotteU,False,180,-220,richmond,charlotte
2009,2009-03-03,OhioState,Iowa,False,-118,-102,ohiostate,iowa
2009,2009-03-03,Virginia,Clemson,False,1075,-1650,virginia,clemson
2009,2009-03-03,Cincinnati,SouthFlorida,False,-145,125,cincinnati,southflorida
2009,2009-03-03,MichiganState,IndianaU,False,-1450,950,michiganstate,indiana
2009,2009-03-03,KansasState,OklahomaState,False,195,-235,kansasstate,oklahomastate
2009,2009-03-03,Georgetown,St.Johns,False,-280,240,georgetown,statejohns
2009,2009-03-03,FloridaState,Duke,False,625,-950,floridastate,duke
2009,2009-03-03,WakeForest,Maryland,False,-125,105,wakeforestate,maryland
2009,2009-03-03,UtahU,NewMexico,False,175,-210,utah,newmexico
2009,2009-03-03,Auburn,Alabama,False,100,-120,auburn,alabama
2009,2009-03-03,Rutgers,Syracuse,False,950,-1450,rutgers,syracuse
2009,2009-03-03,DetroitU,ClevelandState,False,1280,-2100,detroit,clevelandstate
2009,2009-03-03,IllinoisChicago,YoungstownState,False,-130,110,illinoischicago,youngstownstate
2009,2009-03-03,Valparaiso,WrightState,False,463,-625,valparaiso,wrightstate
2009,2009-03-03,LoyolaChicago,WiscMilwaukee,False,290,-350,loyolachicago,milwaukee
2009,2009-03-03,WeberState,MontanaState,False,-170,150,weberstate,montanastate
2009,2009-03-03,EasternKentucky,MoreheadState,False,150,-170,easternkentucky,moreheadstate
2009,2009-03-03,TennesseeTech,TennMartin,False,600,-900,tennesseetech,tennmartin
2009,2009-03-03,EasternIllinois,AustinPeay,False,463,-625,easternillinois,austinpeay
2009,2009-03-03,TennesseeState,MurrayState,False,600,-900,tennesseestate,murraystate
2009,2009-03-04,BallState,WesternMichigan,False,215,-255,ballstate,westernmichigan
2009,2009-03-04,SetonHall,Louisville,False,1500,-3000,setonhall,louisville
2009,2009-03-04,Depaul,WestVirginia,False,2500,-5000,depaul,westvirginia
2009,2009-03-04,GeoWashington,Massachusetts,False,240,-280,georgewashington,massachusetts
2009,2009-03-04,Toledo,CentralMichigan,False,275,-335,toledo,centralmichigan
2009,2009-03-04,NorthCarolina,VirginiaTech,False,-600,450,northcarolina,virginiatech
2009,2009-03-04,Rice,Marshall,False,500,-700,rice,marshall
2009,2009-03-04,NoIllinois,EasternMichigan,False,145,-165,noillinois,easternmichigan
2009,2009-03-04,BostonCollege,NCState,False,120,-140,bostoncollege,northcarolinastate
2009,2009-03-04,SaintLouis,Duquesne,False,325,-400,saintlouis,duquesne
2009,2009-03-04,Fordham,LaSalle,False,1650,-3300,fordham,lasalle
2009,2009-03-04,MiamiFlorida,GeorgiaTech,False,-155,135,miamifl,georgiatech
2009,2009-03-04,Marquette,Pittsburgh,False,425,-550,marquette,pittsburgh
2009,2009-03-04,IowaState,Nebraska,False,438,-575,iowastate,nebraska
2009,2009-03-04,BYU,Wyoming,False,-420,335,byu,wyoming
2009,2009-03-04,Mississippi,Arkansas,False,200,-240,mississippi,arkansas
2009,2009-03-04,MemphisU,HoustonU,False,-300,250,memphis,houston
2009,2009-03-04,SoMississippi,SMU,False,-110,-110,somississippi,smu
2009,2009-03-04,Vanderbilt,LSU,False,400,-500,vanderbilt,lsu
2009,2009-03-04,CentralFlorida,Tulsa,False,425,-550,ucf,tulsa
2009,2009-03-04,Georgia,Kentucky,False,1450,-2750,georgia,kentucky
2009,2009-03-04,UAB,UTEP,False,100,-120,uab,utep
2009,2009-03-04,Oklahoma,Missouri,False,160,-185,oklahoma,missouri
2009,2009-03-04,TexasA&M,Colorado,False,-280,240,texasaandm,colorado
2009,2009-03-04,Florida,MississippiSt,False,-110,-110,florida,mississippistate
2009,2009-03-04,Kansas,TexasTech,False,-650,475,kansas,texastech
2009,2009-03-04,ColoradoState,SanDiegoState,False,1000,-1500,coloradostate,sandiegostate
2009,2009-03-04,AirForce,UNLV,False,1450,-2750,airforce,unlv
2009,2009-03-04,ArkansasState,MiddleTennSt,False,380,-475,arkansasstate,middletennessee
2009,2009-03-04,FlaAtlantic,NorthTexas,False,700,-1100,flaatlantic,northtexas
2009,2009-03-04,NewOrleansU,SouthAlabama,False,575,-850,neworleans,southalabama
2009,2009-03-04,FloridaIntl,ULLafayette,False,210,-250,floridaintl,louisianalafayette
2009,2009-03-04,ULMonroe,DenverU,False,513,-725,ulmonroe,denver
2009,2009-03-04,Northwestern,Purdue,False,650,-1000,northwestern,purdue
2009,2009-03-04,Wisconsin,MinnesotaU,False,115,-135,wisconsin,minnesota
2009,2009-03-05,St.Josephs,Temple,False,280,-340,saintjosephs,temple
2009,2009-03-05,Providence,Villanova,False,450,-600,providence,villanova
2009,2009-03-05,Ohio,Akron,False,370,-465,ohio,akron
2009,2009-03-05,Tennessee,SouthCarolina,False,110,-130,tennessee,southcarolina
2009,2009-03-05,Buffalo,KentState,False,180,-220,buffalo,kentstate
2009,2009-03-05,BowlingGreen,MiamiOhio,False,340,-425,bowlinggreen,miamioh
2009,2009-03-05,Dayton,Xavier,False,425,-550,dayton,xavier
2009,2009-03-05,California,Arizona,False,165,-190,california,arizona
2009,2009-03-05,Stanford,ArizonaState,False,435,-570,stanford,arizonastate
2009,2009-03-05,FresnoState,BoiseState,False,285,-345,fresnostate,boisestate
2009,2009-03-05,LouisianaTech,IdahoU,False,175,-210,louisianatech,idaho
2009,2009-03-05,SanJoseState,Nevada,False,450,-600,sanjosestate,nevada
2009,2009-03-05,LongBeachState,CalPolySLO,False,-150,130,longbeachstate,calpoly
2009,2009-03-05,CSNorthridge,UCDavis,False,-125,105,calstatenorthridge,ucdavis
2009,2009-03-05,CalRiverside,CalSantaBarb,False,240,-280,calriverside,ucsantabarbara
2009,2009-03-05,Oregon,USC,False,700,-1100,oregon,usc
2009,2009-03-05,OregonState,UCLA,False,1600,-3200,oregonstate,ucla
2009,2009-03-05,IndianaState,Drake,True,155,-175,indianastate,drake
2009,2009-03-05,MissouriSt,WichitaState,True,165,-190,missouristate,wichitastate
2009,2009-03-05,Illinois,PennState,False,-120,100,illinois,pennstate
2009,2009-03-06,St.Johns,NotreDame,False,525,-750,statejohns,notredame
2009,2009-03-06,Dartmouth,Yale,False,340,-425,dartmouth,yale
2009,2009-03-06,Princeton,Columbia,False,115,-135,princeton,columbia
2009,2009-03-06,Harvard,Brown,False,100,-120,harvard,brown
2009,2009-03-06,Pennsylvania,Cornell,False,800,-1250,penn,cornell
2009,2009-03-06,Delaware,GeorgiaState,True,-125,105,delaware,georgiastate
2009,2009-03-06,NCWilmington,Hofstra,True,340,-425,uncwilmington,hofstra
2009,2009-03-06,William&Mary,JamesMadison,True,135,-155,williamandmary,jamesmadison
2009,2009-03-06,Towson,Drexel,True,260,-320,towson,drexel
2009,2009-03-06,IndianaState,NorthernIowa,True,255,-310,indianastate,northerniowa
2009,2009-03-06,SoIllinois,Bradley,True,125,-145,soillinois,bradley
2009,2009-03-06,WichitaState,Creighton,True,260,-320,wichitastate,creighton
2009,2009-03-06,Evansville,IllinoisState,True,175,-210,evansville,illinoisstate
2009,2009-03-06,WiscMilwaukee,WrightState,True,145,-165,milwaukee,wrightstate
2009,2009-03-06,IllinoisChicago,ClevelandState,True,180,-220,illinoischicago,clevelandstate
2009,2009-03-06,LoyolaMarymount,SanDiego,True,885,-1350,loyolamarymount,sandiego
2009,2009-03-06,SanFrancisco,Pepperdine,True,-240,200,sanfrancisco,pepperdine
2009,2009-03-06,GeorgiaSouthern,AppalachianSt,True,310,-370,georgiasouthern,appalachianstate
2009,2009-03-06,NCGreensboro,CollCharleston,True,600,-900,uncgreensboro,collegeofcharleston
2009,2009-03-06,Elon,Wofford,True,220,-260,elon,wofford
2009,2009-03-06,Furman,Samford,True,280,-340,furman,samford
2009,2009-03-06,MoreheadState,TennMartin,False,180,-220,moreheadstate,tennmartin
2009,2009-03-06,MurrayState,AustinPeay,True,-135,115,murraystate,austinpeay
2009,2009-03-06,Canisius,LoyolaMaryland,True,-117,-103,canisius,loyolamd
2009,2009-03-06,Marist,Iona,True,170,-200,maristate,iona
2009,2009-03-07,NCState,MiamiFlorida,False,335,-420,northcarolinastate,miamifl
2009,2009-03-07,SetonHall,Cincinnati,False,250,-300,setonhall,cincinnati
2009,2009-03-07,GeorgiaTech,BostonCollege,False,335,-420,georgiatech,bostoncollege
2009,2009-03-07,Connecticut,Pittsburgh,False,165,-190,connecticut,pittsburgh
2009,2009-03-07,Tulane,MemphisU,False,5000,-12500,tulane,memphis
2009,2009-03-07,St.Josephs,Fordham,False,-1100,700,saintjosephs,fordham
2009,2009-03-07,Colorado,KansasState,False,1200,-1900,colorado,kansasstate
2009,2009-03-07,TexasTech,IowaState,False,160,-185,texastech,iowastate
2009,2009-03-07,Kentucky,Florida,False,190,-230,kentucky,florida
2009,2009-03-07,Syracuse,Marquette,False,225,-265,syracuse,marquette
2009,2009-03-07,Michigan,MinnesotaU,False,185,-225,michigan,minnesota
2009,2009-03-07,Massachusetts,RhodeIsland,False,500,-700,massachusetts,rhodeisland
2009,2009-03-07,SouthFlorida,Rutgers,False,150,-170,southflorida,rutgers
2009,2009-03-07,PennState,Iowa,False,145,-165,pennstate,iowa
2009,2009-03-07,Missouri,TexasA&M,False,-130,110,missouri,texasaandm
2009,2009-03-07,Marshall,UAB,False,575,-850,marshall,uab
2009,2009-03-07,Maryland,Virginia,False,-125,105,maryland,virginia
2009,2009-03-07,OklahomaState,Oklahoma,False,365,-460,oklahomastate,oklahoma
2009,2009-03-07,Oregon,UCLA,False,2000,-4000,oregon,ucla
2009,2009-03-07,NewMexico,Wyoming,False,-220,180,newmexico,wyoming
2009,2009-03-07,Tulsa,Rice,False,-370,310,tulsa,rice
2009,2009-03-07,CharlotteU,St.Bonaventure,False,-125,105,charlotte,statebonaventure
2009,2009-03-07,Texas,Kansas,False,315,-380,texas,kansas
2009,2009-03-07,SouthCarolina,Georgia,False,-240,200,southcarolina,georgia
2009,2009-03-07,Nebraska,Baylor,False,215,-255,nebraska,baylor
2009,2009-03-07,MississippiSt,Mississippi,False,105,-125,mississippistate,mississippi
2009,2009-03-07,Depaul,Georgetown,False,1315,-2200,depaul,georgetown
2009,2009-03-07,California,ArizonaState,False,250,-300,california,arizonastate
2009,2009-03-07,Stanford,Arizona,False,230,-270,stanford,arizona
2009,2009-03-07,WashingtonState,WashingtonU,False,275,-335,washingtonstate,washington
2009,2009-03-07,TCU,UtahU,False,1000,-1500,tcu,utah
2009,2009-03-07,EastCarolina,CentralFlorida,False,450,-600,eastcarolina,ucf
2009,2009-03-07,Pennsylvania,Columbia,False,140,-160,penn,columbia
2009,2009-03-07,Dartmouth,Brown,False,180,-220,dartmouth,brown
2009,2009-03-07,Xavier,Richmond,False,-270,230,xavier,richmond
2009,2009-03-07,Harvard,Yale,False,180,-220,harvard,yale
2009,2009-03-07,Princeton,Cornell,False,1050,-1600,princeton,cornell
2009,2009-03-07,Temple,GeoWashington,False,-220,180,temple,georgewashington
2009,2009-03-07,Duquesne,Dayton,False,230,-270,duquesne,dayton
2009,2009-03-07,CalIrvine,CSFullerton,False,200,-240,ucirvine,calstatefullerton
2009,2009-03-07,LSU,Auburn,False,115,-135,lsu,auburn
2009,2009-03-07,SMU,HoustonU,False,1000,-1500,smu,houston
2009,2009-03-07,UTEP,SoMississippi,False,-130,110,utep,somississippi
2009,2009-03-07,LaSalle,SaintLouis,False,135,-155,lasalle,saintlouis
2009,2009-03-07,Louisville,WestVirginia,False,120,-140,louisville,westvirginia
2009,2009-03-07,AirForce,BYU,False,2750,-6000,airforce,byu
2009,2009-03-07,SanJoseState,UtahState,False,775,-1200,sanjosestate,utahstate
2009,2009-03-07,CalRiverside,CalPolySLO,False,-103,-117,calriverside,calpoly
2009,2009-03-07,LongBeachState,CalSantaBarb,False,160,-185,longbeachstate,ucsantabarbara
2009,2009-03-07,CSNorthridge,Pacific,False,200,-240,calstatenorthridge,pacific
2009,2009-03-07,FresnoState,IdahoU,False,243,-285,fresnostate,idaho
2009,2009-03-07,UNLV,SanDiegoState,False,165,-190,unlv,sandiegostate
2009,2009-03-07,Nevada,BoiseState,False,-103,-117,nevada,boisestate
2009,2009-03-07,OregonState,USC,False,575,-850,oregonstate,usc
2009,2009-03-07,NewMexicoState,Hawaii,False,120,-140,newmexicostate,hawaii
2009,2009-03-07,GeorgiaState,VaCommonwealth,False,700,-1100,georgiastate,vcu
2009,2009-03-07,Hofstra,OldDominion,True,235,-275,hofstra,olddominion
2009,2009-03-07,JamesMadison,GeorgeMason,True,200,-240,jamesmadison,georgemason
2009,2009-03-07,Towson,Northeastern,True,488,-675,towson,northeastern
2009,2009-03-07,Bradley,NorthernIowa,True,105,-125,bradley,northerniowa
2009,2009-03-07,IllinoisState,Creighton,True,135,-155,illinoisstate,creighton
2009,2009-03-07,WrightState,Butler,False,465,-630,wrightstate,butler
2009,2009-03-07,ClevelandState,WiscGreenBay,True,-117,-103,clevelandstate,greenbay
2009,2009-03-07,SanDiego,SantaClara,True,-110,-110,sandiego,santaclara
2009,2009-03-07,Pepperdine,PortlandU,True,550,-800,pepperdine,portland
2009,2009-03-07,AppalachianSt,Davidson,True,1075,-1650,appalachianstate,davidson
2009,2009-03-07,CollCharleston,WesternCarolina,True,-162,142,collegeofcharleston,westerncarolina
2009,2009-03-07,Elon,TennesseeChat,False,315,-380,elon,chattanooga
2009,2009-03-07,Samford,TheCitadel,True,150,-170,samford,thecitadel
2009,2009-03-07,Fairfield,Manhattan,True,105,-125,fairfield,manhattan
2009,2009-03-07,Canisius,Siena,True,850,-1300,canisius,siena
2009,2009-03-07,Marist,Niagara,True,775,-1200,maristate,niagara
2009,2009-03-07,St.Peter's,Rider,True,225,-265,saintpeters,rider
2009,2009-03-07,MoreheadState,AustinPeay,False,-110,-110,moreheadstate,austinpeay
2009,2009-03-07,MontanaState,Montana,False,350,-440,montanastate,montana
2009,2009-03-07,NorthernColorado,IdahoState,False,180,-220,northerncolorado,idahostate
2009,2009-03-07,VMI,Radford,False,135,-155,vmi,radford
2009,2009-03-07,ETennesseeSt,Jacksonville,False,-103,-117,easttennesseestate,jacksonville
2009,2009-03-08,Alabama,Tennessee,False,775,-1200,alabama,tennessee
2009,2009-03-08,Akron,KentState,False,135,-155,akron,kentstate
2009,2009-03-08,CentralMichigan,WesternMichigan,False,170,-200,centralmichigan,westernmichigan
2009,2009-03-08,EasternMichigan,BallState,False,260,-320,easternmichigan,ballstate
2009,2009-03-08,Ohio,BowlingGreen,False,150,-170,ohio,bowlinggreen
2009,2009-03-08,NoIllinois,Toledo,False,150,-170,noillinois,toledo
2009,2009-03-08,VirginiaTech,FloridaState,False,243,-285,virginiatech,floridastate
2009,2009-03-08,Arkansas,Vanderbilt,False,300,-360,arkansas,vanderbilt
2009,2009-03-08,MiamiOhio,Buffalo,False,135,-155,miamioh,buffalo
2009,2009-03-08,Duke,NorthCarolina,False,300,-360,duke,northcarolina
2009,2009-03-08,Northwestern,OhioState,False,210,-250,northwestern,ohiostate
2009,2009-03-08,Clemson,WakeForest,False,173,-205,clemson,wakeforestate
2009,2009-03-08,FloridaIntl,WesternKentucky,True,400,-500,floridaintl,westernkentucky
2009,2009-03-08,MiddleTennSt,NorthTexas,True,100,-120,middletennessee,northtexas
2009,2009-03-08,DenverU,ArkansasLR,True,200,-240,denver,littlerock
2009,2009-03-08,SouthAlabama,Troy,True,-110,-110,southalabama,troy
2009,2009-03-08,IllinoisState,NorthernIowa,True,-155,135,illinoisstate,northerniowa
2009,2009-03-08,OldDominion,VaCommonwealth,False,175,-210,olddominion,vcu
2009,2009-03-08,Towson,GeorgeMason,True,400,-500,towson,georgemason
2009,2009-03-08,SantaClara,Gonzaga,True,925,-1400,santaclara,gonzaga
2009,2009-03-08,PortlandU,SaintMarysCA,True,370,-450,portland,saintmarys
2009,2009-03-08,CollCharleston,Davidson,True,400,-500,collegeofcharleston,davidson
2009,2009-03-08,Samford,TennesseeChat,False,210,-250,samford,chattanooga
2009,2009-03-08,Fairfield,Siena,True,575,-850,fairfield,siena
2009,2009-03-08,Rider,Niagara,True,318,-385,rider,niagara
2009,2009-03-08,Purdue,MichiganState,False,200,-240,purdue,michiganstate
2009,2009-03-08,IndianaU,Wisconsin,False,1500,-3000,indiana,wisconsin
2009,2009-03-09,GeorgeMason,VaCommonwealth,False,150,-170,georgemason,vcu
2009,2009-03-09,NorthTexas,WesternKentucky,True,165,-195,northtexas,westernkentucky
2009,2009-03-09,SouthAlabama,ArkansasLR,True,120,-140,southalabama,littlerock
2009,2009-03-09,SaintMarysCA,Gonzaga,True,270,-330,saintmarys,gonzaga
2009,2009-03-09,CollCharleston,TennesseeChat,False,-140,120,collegeofcharleston,chattanooga
2009,2009-03-09,Niagara,Siena,True,155,-175,niagara,siena
2009,2009-03-10,Princeton,Pennsylvania,True,140,-160,princeton,penn
2009,2009-03-10,Depaul,Cincinnati,True,360,-450,depaul,cincinnati
2009,2009-03-10,Georgetown,St.Johns,True,-310,255,georgetown,statejohns
2009,2009-03-10,Rutgers,NotreDame,True,475,-650,rutgers,notredame
2009,2009-03-10,SouthFlorida,SetonHall,True,170,-200,southflorida,setonhall
2009,2009-03-10,EasternMichigan,CentralMichigan,True,145,-165,easternmichigan,centralmichigan
2009,2009-03-10,NoIllinois,KentState,True,500,-700,noillinois,kentstate
2009,2009-03-10,Ohio,WesternMichigan,True,-180,158,ohio,westernmichigan
2009,2009-03-10,Toledo,Akron,True,625,-950,toledo,akron
2009,2009-03-10,ClevelandState,Butler,False,240,-280,clevelandstate,butler
2009,2009-03-10,SouthAlabama,WesternKentucky,True,180,-220,southalabama,westernkentucky
2009,2009-03-10,FresnoState,Hawaii,True,100,-120,fresnostate,hawaii
2009,2009-03-10,IdahoState,PortlandState,True,195,-235,idahostate,portlandstate
2009,2009-03-10,MontanaState,WeberState,False,500,-700,montanastate,weberstate
2009,2009-03-10,Oakland,NDakotaSt,True,180,-220,oakland,northdakotastate
2009,2009-03-11,Depaul,Providence,True,450,-600,depaul,providence
2009,2009-03-11,St.Johns,Marquette,True,300,-370,statejohns,marquette
2009,2009-03-11,NotreDame,WestVirginia,True,235,-275,notredame,westvirginia
2009,2009-03-11,SetonHall,Syracuse,True,265,-325,setonhall,syracuse
2009,2009-03-11,SaintLouis,LaSalle,True,140,-160,saintlouis,lasalle
2009,2009-03-11,CharlotteU,St.Josephs,True,115,-135,charlotte,saintjosephs
2009,2009-03-11,Massachusetts,Duquesne,True,135,-155,massachusetts,duquesne
2009,2009-03-11,St.Bonaventure,Richmond,True,200,-240,statebonaventure,richmond
2009,2009-03-11,Baylor,Nebraska,True,-110,-110,baylor,nebraska
2009,2009-03-11,Colorado,Texas,True,1000,-1200,colorado,texas
2009,2009-03-11,IowaState,OklahomaState,True,500,-700,iowastate,oklahomastate
2009,2009-03-11,TexasTech,TexasA&M,True,260,-320,texastech,texasaandm
2009,2009-03-11,Rice,Marshall,True,250,-300,rice,marshall
2009,2009-03-11,SoMississippi,CentralFlorida,True,125,-145,somississippi,ucf
2009,2009-03-11,EastCarolina,Tulane,True,135,-155,eastcarolina,tulane
2009,2009-03-11,SMU,HoustonU,True,600,-800,smu,houston
2009,2009-03-11,AirForce,ColoradoState,True,120,-140,airforce,coloradostate
2009,2009-03-11,Stanford,OregonState,True,-335,275,stanford,oregonstate
2009,2009-03-11,Oregon,WashingtonState,True,350,-500,oregon,washingtonstate
2009,2009-03-11,UCDavis,CalIrvine,True,115,-135,ucdavis,ucirvine
2009,2009-03-11,CSFullerton,CalRiverside,True,-150,130,calstatefullerton,calriverside
2009,2009-03-11,MontanaState,PortlandState,True,265,-325,montanastate,portlandstate
2009,2009-03-11,MountStMarys,RobertMorris,False,155,-175,mountstatemarys,robertmorris
2009,2009-03-12,Providence,Louisville,True,525,-750,providence,louisville
2009,2009-03-12,Marquette,Villanova,True,115,-135,marquette,villanova
2009,2009-03-12,WestVirginia,Pittsburgh,True,173,-205,westvirginia,pittsburgh
2009,2009-03-12,Syracuse,Connecticut,True,200,-240,syracuse,connecticut
2009,2009-03-12,Northwestern,MinnesotaU,True,115,-135,northwestern,minnesota
2009,2009-03-12,Iowa,Michigan,True,195,-235,iowa,michigan
2009,2009-03-12,IndianaU,PennState,True,330,-410,indiana,pennstate
2009,2009-03-12,MiamiFlorida,VirginiaTech,True,-160,140,miamifl,virginiatech
2009,2009-03-12,GeorgiaTech,Clemson,True,335,-420,georgiatech,clemson
2009,2009-03-12,NCState,Maryland,True,125,-145,northcarolinastate,maryland
2009,2009-03-12,Virginia,BostonCollege,True,180,-220,virginia,bostoncollege
2009,2009-03-12,SaintLouis,Xavier,True,700,-1100,saintlouis,xavier
2009,2009-03-12,St.Josephs,Temple,True,180,-220,saintjosephs,temple
2009,2009-03-12,Duquesne,RhodeIsland,True,165,-190,duquesne,rhodeisland
2009,2009-03-12,Richmond,Dayton,True,175,-210,richmond,dayton
2009,2009-03-12,CentralMichigan,BallState,True,-130,110,centralmichigan,ballstate
2009,2009-03-12,KentState,Buffalo,True,-125,105,kentstate,buffalo
2009,2009-03-12,Ohio,BowlingGreen,True,-103,-117,ohio,bowlinggreen
2009,2009-03-12,Akron,MiamiOhio,True,100,-120,akron,miamioh
2009,2009-03-12,Baylor,Kansas,True,300,-360,baylor,kansas
2009,2009-03-12,Texas,KansasState,True,-155,135,texas,kansasstate
2009,2009-03-12,OklahomaState,Oklahoma,True,175,-210,oklahomastate,oklahoma
2009,2009-03-12,TexasTech,Missouri,True,650,-1000,texastech,missouri
2009,2009-03-12,Mississippi,Kentucky,True,300,-360,mississippi,kentucky
2009,2009-03-12,Georgia,MississippiSt,True,375,-470,georgia,mississippistate
2009,2009-03-12,Vanderbilt,Alabama,True,-155,135,vanderbilt,alabama
2009,2009-03-12,Arkansas,Florida,True,400,-500,arkansas,florida
2009,2009-03-12,Rice,Tulsa,True,575,-850,rice,tulsa
2009,2009-03-12,SoMississippi,UAB,True,380,-475,somississippi,uab
2009,2009-03-12,Tulane,MemphisU,False,4500,-8500,tulane,memphis
2009,2009-03-12,HoustonU,UTEP,True,-125,105,houston,utep
2009,2009-03-12,AirForce,BYU,True,1400,-2500,airforce,byu
2009,2009-03-12,SanDiegoState,UNLV,False,150,-170,sandiegostate,unlv
2009,2009-03-12,TCU,UtahU,True,440,-580,tcu,utah
2009,2009-03-12,Wyoming,NewMexico,True,425,-650,wyoming,newmexico
2009,2009-03-12,NewMexicoState,BoiseState,True,-103,-117,newmexicostate,boisestate
2009,2009-03-12,FresnoState,UtahState,True,538,-775,fresnostate,utahstate
2009,2009-03-12,SanJoseState,Nevada,False,475,-650,sanjosestate,nevada
2009,2009-03-12,LouisianaTech,IdahoU,True,108,-113,louisianatech,idaho
2009,2009-03-12,Arizona,ArizonaState,True,165,-190,arizona,arizonastate
2009,2009-03-12,Stanford,WashingtonU,True,230,-270,stanford,washington
2009,2009-03-12,USC,California,True,-130,110,usc,california
2009,2009-03-12,WashingtonState,UCLA,True,330,-400,washingtonstate,ucla
2009,2009-03-12,UCDavis,Pacific,True,270,-330,ucdavis,pacific
2009,2009-03-12,CSFullerton,CalSantaBarb,True,100,-120,calstatefullerton,ucsantabarbara
2009,2009-03-13,MinnesotaU,MichiganState,True,290,-350,minnesota,michiganstate
