odds_years,n_years,stake,spread_odds,spread_bets_headline,spread_bets_real_price,generated_utc
"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021",12,100.0,-110,379,0,2026-07-12T17:00:04.740145+00:00
