n_games,season_min,season_max,n_seasons,acc_pit,acc_agg,brier_pit,brier_agg,logloss_pit,logloss_agg,base_home_acc
46964,2018,2026,9,0.7234690401158334,0.7752533855719275,0.18088216993428655,0.15288475169842888,0.5346592134079688,0.4642851665406767,0.6339536666382761
