WINDOW,YEAR,REGION,ROUND,TEAM_HIGH,SEED_HIGH,TEAM_LOW,SEED_LOW,PRED_WINNER,PRED_SEED,PROB_HIGH_WINS,IMPLIED_LINE,MODEL,CV_SCORE,N_TRAIN_YEARS
last_10_years,2026,South,R64,Kentucky,7,Santa Clara,10,Kentucky,7,0.52,-108,RandomForest,0.7266,10
last_10_years,2026,South,R64,Iowa St.,2,Tennessee St.,15,Iowa St.,2,0.8798122065727699,-732,RandomForest,0.7266,10
last_10_years,2026,West,R64,Florida,1,Lehigh,16,Florida,1,0.86,-614,RandomForest,0.7266,10
last_10_years,2026,West,R64,Clemson,8,Iowa,9,Iowa,9,0.36,-178,RandomForest,0.7266,10
last_10_years,2026,West,R64,Vanderbilt,5,McNeese St.,12,Vanderbilt,5,0.8,-400,RandomForest,0.7266,10
last_10_years,2026,West,R64,Nebraska,4,Troy,13,Nebraska,4,0.86,-614,RandomForest,0.7266,10
last_10_years,2026,West,R64,North Carolina,6,VCU,11,North Carolina,6,0.72,-257,RandomForest,0.7266,10
last_10_years,2026,West,R64,Illinois,3,Penn,14,Illinois,3,0.8798122065727699,-732,RandomForest,0.7266,10
last_10_years,2026,West,R64,Saint Mary's,7,Texas A&M,10,Saint Mary's,7,0.54,-117,RandomForest,0.7266,10
last_10_years,2026,West,R64,Houston,2,Idaho,15,Houston,2,0.92,-1150,RandomForest,0.7266,10
last_10_years,2026,East,R32,Arizona,1,Villanova,8,Arizona,1,0.78,-355,RandomForest,0.7266,10
last_10_years,2026,East,R32,Arkansas,4,Wisconsin,5,Arkansas,4,0.58,-138,RandomForest,0.7266,10
last_10_years,2026,East,R32,Gonzaga,3,BYU,6,Gonzaga,3,0.74,-285,RandomForest,0.7266,10
last_10_years,2026,East,R32,Purdue,2,Miami FL,7,Purdue,2,0.82,-456,RandomForest,0.7266,10
last_10_years,2026,Midwest,R32,Duke,1,Ohio St.,8,Duke,1,0.8598122065727699,-613,RandomForest,0.7266,10
last_10_years,2026,Midwest,R32,Kansas,4,St. John's,5,Kansas,4,0.6,-150,RandomForest,0.7266,10
last_10_years,2026,Midwest,R32,Michigan St.,3,Louisville,6,Michigan St.,3,0.6,-150,RandomForest,0.7266,10
last_10_years,2026,Midwest,R32,Connecticut,2,UCLA,7,Connecticut,2,0.72,-257,RandomForest,0.7266,10
last_10_years,2026,South,R32,Michigan,1,Georgia,8,Michigan,1,0.8398122065727699,-524,RandomForest,0.7266,10
last_10_years,2026,South,R32,Alabama,4,Texas Tech,5,Alabama,4,0.58,-138,RandomForest,0.7266,10
last_10_years,2026,South,R32,Virginia,3,Tennessee,6,Virginia,3,0.6196491228070176,-163,RandomForest,0.7266,10
last_10_years,2026,South,R32,Iowa St.,2,Kentucky,7,Iowa St.,2,0.8,-400,RandomForest,0.7266,10
last_10_years,2026,West,R32,Florida,1,Iowa,9,Florida,1,0.68,-213,RandomForest,0.7266,10
last_10_years,2026,West,R32,Nebraska,4,Vanderbilt,5,Nebraska,4,0.52,-108,RandomForest,0.7266,10
last_10_years,2026,West,R32,Illinois,3,North Carolina,6,Illinois,3,0.84,-525,RandomForest,0.7266,10
last_10_years,2026,West,R32,Houston,2,Saint Mary's,7,Houston,2,0.82,-456,RandomForest,0.7266,10
last_10_years,2026,East,S16,Arizona,1,Arkansas,4,Arizona,1,0.77981220657277,-354,RandomForest,0.7266,10
last_10_years,2026,East,S16,Purdue,2,Gonzaga,3,Purdue,2,0.72,-257,RandomForest,0.7266,10
last_10_years,2026,Midwest,S16,Duke,1,Kansas,4,Duke,1,0.8598122065727699,-613,RandomForest,0.7266,10
last_10_years,2026,Midwest,S16,Connecticut,2,Michigan St.,3,Connecticut,2,0.7,-233,RandomForest,0.7266,10
last_10_years,2026,South,S16,Michigan,1,Alabama,4,Michigan,1,0.8,-400,RandomForest,0.7266,10
last_10_years,2026,South,S16,Iowa St.,2,Virginia,3,Iowa St.,2,0.62,-163,RandomForest,0.7266,10
last_10_years,2026,West,S16,Florida,1,Nebraska,4,Nebraska,4,0.4798122065727699,-108,RandomForest,0.7266,10
last_10_years,2026,West,S16,Houston,2,Illinois,3,Houston,2,0.52,-108,RandomForest,0.7266,10
last_10_years,2026,East,E8,Arizona,1,Purdue,2,Purdue,2,0.46,-117,RandomForest,0.7266,10
last_10_years,2026,Midwest,E8,Duke,1,Connecticut,2,Duke,1,0.8198122065727699,-455,RandomForest,0.7266,10
last_10_years,2026,South,E8,Michigan,1,Iowa St.,2,Michigan,1,0.56,-127,RandomForest,0.7266,10
last_10_years,2026,West,E8,Houston,2,Nebraska,4,Nebraska,4,0.46,-117,RandomForest,0.7266,10
last_10_years,2026,East / Midwest,F4,Duke,1,Purdue,2,Duke,1,0.7,-233,RandomForest,0.7266,10
last_10_years,2026,South / West,F4,Michigan,1,Nebraska,4,Michigan,1,0.7394613293797875,-284,RandomForest,0.7266,10
last_10_years,2026,Championship,Championship,Michigan,1,Duke,1,Duke,1,0.46,-117,RandomForest,0.7266,10
